PRODUCT_ID,PRODUCT_DESCRIPTION
942,1003081329 - Plano Gray Oak 3/4 in. T x 3-1/4 in. W Smooth Solid Hardwood Flooring (22 sq.ft./ctn)  Style: SKPL39L70 (881.70 SF at 22.00 SF/BOX)
943,1/2 in. Heavy-Duty Brush with Steel Bristles
944,#9 x 2 in. Green Exterior Self-Starting Torx Flat-Head Wood Deck Screws (5 lb./453-Piece)
945,Enhance Basics 1 in. x 6 ft. to 20 ft. Clam Shell Grooved Edge Grey Composite Deck Board
946,#6 x 1-1/4 in. #2 Phillips Bugle Head Fine Thread Drywall Screws 1 lb. Box
947,ArmorGuard EDGE Hidden Deck Clip (450 Count)
948,2 x 12 - 14 ft. HF #2 Standard Grade Dimensional
949,1 x 6 x 12ft Cinnamon Cove Enhance Deck Board Grooved Edge
950,Summit 1 in. x 6 in. x 12 ft. Glacier Gray Grooved Edge Composite Deck Board
951,Hardie Trim HZ5 1 in. x 3.5 in. x 12 ft. Statement Collection Arctic White Fiber Cement Smooth Trim Board
952,1 in. Galvanized 2-Hole Pipe Hanger Strap (4-Pack)
953,2 in. x 4 in. x 104-5/8 in. #2 Standard Grade SPF Stud
954,15/16 in. x 5-1/4 in. x 12 ft. Stone Gray Square Edge Capped Composite Decking Board
955,5/8 4x12 Certainteed Firecode Type X Gypsum Panel - Fire Resistant
956,Collated Cortex Hidden Fastening System for Trex Enhance - 2-1/2 inch Cortex screws and plugs - Foggy Wharf (100 LF)
957,3 in. PVC DWV 90-Degree Hub x Hub Long Sweep Elbow
958,"1-1/4 in. x 12-Gauge Electrogalvanized Ring Shank Plastic Cap Roofing Nails 2,500 per Box"
959,3/4 in. x 4 ft. x 8 ft. MDF Panel
960,28 in. x 80 in 6 Panel Colonist Primed Right-Hand Textured Solid Core Molded Composite MDF Single Prehung interior Door
961,1500 CFM Shingle Match Weathered Wood Power Roof Mount Attic Fan
962,1-1/4 in. x 4 in. Aluminum Pipe Boot
963,Scotch 1.88 in. x 60.1 Yds. Multi-Surface Contractor Grade Tan Masking Tape (6 Rolls)
964,QUIK-TUBE 12 in. x 48 in. Building Form Tube (3146
965,23/32 in. TG OSB Subfloor (Common 23/32 in. x 4 ft. x 8 ft.; Actual 0.703 in. x 47.875 in. x 95.875 in.)
966,2 in. x 4 in. x 8 ft. #2 Pressure-Treated Lumber
967,Enhance Naturals 1 in. x 12 in. x 12 ft. Foggy Wharf Composite Grey Fascia Deck Board
968,1 in. x 6 in. x 16 ft. Enhance Naturals Toasted Sand Grooved Edge Composite Deck Board
969,10 ft. Paper-Faced Super Wide Outside Corner Bead Drywall
970,2 in. x 4 in. x 116 5/8 in. #2 Premium Grade Whitewood Stud
971,2 in. x 18-Gauge Metal Brad Nails (2500 per Pack)
972,4.75 Gal. Wet-R-Dri All-Season Roof Patch
973,Homeline 40 Amp 2-Pole Circuit Breaker(HOM240CP)
974,LUS ZMAX Galvanized Face-Mount Joist Hanger for Double 2x10 Nominal Lumber
975,2.5 in. x 10 ft. Galvanized Steel Z Bar Flashing
976,FB ZMAX Galvanized Fence Rail Bracket for 2x4 Nominal Lumber
977,9 ft. x 150 ft. HomeWrap Housewrap (1350 Sq.Ft) (6
978,1x 12 x 12ft Cinnamon Cove Enhance Composite Fascia Board
979,Mechanics Tool Set (270-Piece)
980,Polyblend Plus #115 Platinum 25 lb. Sanded Grout
981,"2 ft. x 4 ft. 64-Watt Equivalent Integrated LED White Center Lens Troffer, 4000K Bright White"
982,1/2 in. x 10 ft. Copper Type L Pipe
983,1-1/2 in. x 9-Gauge 12-penny Exterior Galvanized Barbed Shank Joist Hanger Nails 5 lb. Box
984,9 x 2-1/2 in. Red Star Flat-Head Wood Deck Screw (1 lb. / 87-Piece)
985,"9 x 2-1/2 in. 1/4-Hex Drive, Strong-Drive SD Connector Screw (100-Pack)"
986,2 in. x 4 in. x 12 ft. 2 Prime Cedar-Tone Pressure-Treated Ground Contact Southern Pine Lumber
987,2 in. x 12 in. x 10 ft. 1 Cedar-Tone Ground Contact Pressure-Treated Lumber
988,1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors Metallic Raceway Box/Fitting/Kit (50-Box)
989,Venture 1 in. x 6 in. x 20 ft. Sandbar Brown Square Edge Composite Deck Board
990,#10 x 3-1/2 in. Star Drive Dual Flat Head Coarse Thread Construction Screws 1 lb. Box
991,5/8 in. x 6 in. x 6 ft. American Western Red Cedar Dog-Ear Fence Picket
992,2 in. x 6 in. x 12 ft. #2 Prime Cedar-Tone Pressure-Treated Ground Contact Southern Pine Lumber
993,2 in. x 6 in. x 16 ft. 2 Prime Ground Contact Southern Pine Pressure-Treated Southern Yellow Pine Lumber
994,3-Gang Ivory Toggle Nylon Midway/Midsize Wall Plate (1-Pack) 00PJ3-00I
995,1-1/2 in. 90-Degree Bell-End Elbow
996,TrapEase 3 - 2-1/2 in. Color Match Deck Fastener - Saddle/Brown (350 Pack)
997,LP SmartSide Cedar Texture Lap Engineered Treated Wood Siding 3/8 in. x  8 in. x 16 ft.
998,ArmorGuard Deluxe 70 in. White Composite Rail Kit
999,AcrylPro 3.5 Gal. (14 qt.) Tile & Stone 72 Hr. Dry Time Professional Tile Adhesive
1000,448 oz. Yellow Fast Grab FRP Construction Adhesive Pail
1001,3-1/2 in. x 8-Gauge 16-penny Exterior Galvanized Steel Common Nails 1 lb. Box
1002,2-1/2 in. x 10-1/4-Gauge 8-penny Exterior Galvanized Smooth Shank Common Nails 1 lb. Box
1003,36 in. W x 42 in. H Frameless Rectangular Polished Edge Bathroom Vanity Mirror in Silver
1004,12 ft. Aluminum Birch White Drip Edge Flashing
1005,2-Gang Square Mud Ring (52C18-25R)
1006,10 lb. Sledgehammer with 34 in. Fiberglass Handle
1007,2 in. x 4 in. x 8 ft. 2 Pressure-Treated Lumber
1008,1/4 and 3/8 in. Drive Torx Bit Socket Set (11-Piece)
1009,1/2 in. x 10 ft. Vinyl L-Trim with Tear Strip
1010,LP SmartSide Cedar Texture Trim Engineered Treated Wood Siding Application As 5/4 in. x 4 in. x 8 ft.
1011,LSTA 1-1/4 in. x 24 in. 20-Gauge Galvanized Strap Tie
1012,Hardie Panel HZ5 48 in. x 120 in. Primed Smooth Fiber Cement Panel Siding
1013,10 x 2-1/2 in. Brown Pan-Head Composite Deck Screws (5 lbs. / 371-Piece)
1014,3/4 in. x 4 ft. x 8 ft. Ground Contact Pressure Treated Pine Performance Rated Sheathing Plywood
1015,144 in. Galvanized Metal Roof Panel
1016,2 in. x 12 in. x 16 ft. #2 & Better Kiln-Dried Hem Fir Lumber
1017,5/4 in. x 6 in. x 20 ft. Ground Contact Pressure-Treated Pine Premium Decking Board
1018,1x6-20' Enhance Naturals Coastal Bluff Composite Square Deck Board
1019,5/4 in. x 6 in. x 12 ft. Standard Ground Contact Pressure-Treated Lumber
1020,Cliff White 12 in. x 24 in. Matte Porcelain Floor and Wall Tile (14 sq. ft. /Case)
1021,3/8 in. Compression x 1/2 in. FIP x 20 in. Braided Polymer Universal Faucet Water Connector
1022,ML 2 in. x 8 in. 12-Gauge ZMAX Galvanized Medium L Angle
1023,LP SmartSide Cedar Texture Trim Engineered Treated Wood Siding Application as 4/4 in. x 2 in. x 8 ft.
1024,1-5/32 in. x 6 in. x 8 ft. Thick-Deck Pressure-Treated Southern Yellow Pine Decking Board
1025,2 in. x 10 in. x 8 ft. #2 Premium Grade Southern Yellow Pine Dimensional Lumber
1026,Drywall Sanding Sheets  4 3/16 in. x 11 1/4 in. 120 Grit Fine (25-Pack)
1027,Polyblend Plus #381 Bright White 25 lb. Sanded Grout
1028,Firecode Core 5/8 in. x 4 ft. x 10 ft. Gypsum Board
1029,10 oz. Paneling and Molding Tan Construction Adhesive
1030,3/4 in. 90-Degree Bell-End Elbow
1031,4 in. x 4 in. x 8 ft. 2 Pressure-Treated Timber
1032,Enhance Naturals 1 in. x 6 in. x 20 ft. Foggy Wharf Square Edge Composite Deck Board
1033,No-Calk Flex-Flash 7-1/4 in. x 11-1/2 in. Rubber Flexible Vent Pipe Roof Flashing with 4 in. Diameter
1034,1/2 in. x 4 ft. x 12 ft. UltraLight Drywall (89714
1035,Heavy Duty 10 oz. White Low VOC Construction Adhesive
1036,1/2 (15/32) 4x8 ACX Plywood
1037,Drywall Advanced 28 oz. Off-White Interior Drywall Adhesive
1038,Tri-Ply APP Smooth Modified Bitumen 3 ft. x 33 ft. (100 sq. ft. net) Membrane Roll for Low Slope Roofs
1039,18 lb. Easy Sand 45 Lightweight Setting-Type Joint Compound
1040,3-1/2 in. x 8-Gauge 16-penny Bright Steel Smooth Shank Common Nails 30 lb. Box
1041,Transcend Lineage 1 in. x 6 in. x 16 ft. Biscayne Grooved Edge Composite Deck Board
1042,5/16 in. x 5-1/8 in. Torx Drive Low Profile Washer Head RSS Black Rugged Structural Wood Screw
1043,2 in. x 12 in. x 18 ft. #2 Standard Grade Fir Dimensional Lumber
1044,3/4 in. x 4 ft. x 8 ft. PureBond Maple Plywood
1045,9 in. 16-Gauge Galvanized Reinforcing L Angle
1046,3 in. x 10 ft. PVC Schedule 40 DWV Pipe
1047,1 Gallon Multi-Purpose Lawn and Garden Pump Sprayer
1048,#9 x 3 in. Tan Star Flat Head Wood Deck Screw (25 lbs. / 1543-Pieces)
1049,1 in. x 6 in. x 20 ft. Enhance Naturals Coastal Bluff Composite Groove Deck Board
1050,5/8 in. x 4.5 ft. x 12 ft. Firecode X Drywall
1051,"SmartSide 540 Series Cedar Texture Trim Engineered Treated Wood Siding, Application As 6 in. x 16 ft."
1052,8 x 1-5/8 in. Tan Star Flat-Head Wood Deck Screw (1 lbs. / 124-Piece)
1053,HeadLOK Structural Wood Screws - 8 inch flat head wood screws - Black (50 Pack)
1054,5/8 4x12 Imperial Blue Board Firecode Type X Gypsum Panel - Fire Resistant 18370012
1055,F4.5 x 10 ft. White Aluminum Drip Edge Flashing
1056,8 x 1-5/8 in. Green Exterior Self-Starting Torx Flat-Head Wood Deck Screws (25 lb./1543-Piece)
1057,Transcend 1 in. x 6 in. x 16 ft. Spiced Rum Grooved Edge Brown Composite Deck Board
1058,5/4 in. x 6 in. x 8 ft. Premium Kiln-Dried Cedar Lumber
1059,2 in. x 18-Gauge Brad Nail (1000 per Box)
1060,2 in. x 48 in. x 8 ft. R-7.7 EPS Rigid Foam Board Insulation
1061,42 in. x 84 in. Remesh Sheet
1062,Venture 1 in. x 12 in. x 12 ft. Sandbar Brown Composite Decking Fascia Board
1063,5/4 in. x 6 in. x 16 ft. Standard Ground Contact Pressure-Treated Lumber
1064,"Firex Carbon Monoxide Detector, Battery Operated, CO Detector"
1065,9 oz. Stain-Free Plumber's Putty
1066,ArmorGuard 15/16 in. x 5-1/4 in. x 16 ft. Coastal Gray Grooved Edge Capped Composite Decking Board
1067,2 in. x 10 in. x 8 ft. 2 Premium Grade Southern Yellow Pine Dimensional Lumber
1068,"Alex Fast Dry, White Acrylic LatexPlus Silicone Caulk, 10.1 Oz."
1069,1-Gang White Decora/Rocker Plastic Standard Wall Plate (10-Pack) 80401-WMP
1070,1 in. x 12 in. x 12 ft. Enhance Naturals Rocky Harbor Composite Fascia Square Edge (Actual Size 0.56 in. x 11-3/8 in.)
1071,"Coppertop Alkaline AA Batteries (24-Pack), Double A Batteries"
1072,2-7/8 in. x 8 in. x 1 in. Fine Extra-Large Angled Drywall Sanding Sponge (2-Pack)
1073,3 in. x 0.120 in. Ring Shank Hot Galvanized Collated Framing Nails (2000 Pack)
1074,Brooks Oak 22 MIL x 8.7 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (20.1 sqft/case)
1075,Polyblend Plus #381 Bright White 10 lb. Unsanded Grout
1076,5/4 in. x 6 in. x 12 ft. Ground Contact Pressure-Treated Premium Southern Yellow Pine Decking Board
1077,8 in. x 48 in. Concrete Form Tube
1078,32 oz. Mold and Mildew Killer and Quick Stain Remover
1079,1/2 in. Copper Crimp Ring Pro Pack (100-Pack)
1080,1 in. x 6 in. x 8 ft. Ground Contact Pressure-Treated Board
1081,4 in. x 4 in. x 8 ft. #2 Ground Contact SYP Cedar-Tone Pressure-Treated Timber
1082,1/2 in. x 4 ft. x 8 ft. Cement Board with EdgeGuard
1083,#9 x 3 in. Tan Self-Starting Torx Flat-Head Exterior Wood Deck Screws (25 lb./1543-Piece)
1084,2 in. x 1-1/2 in. x 2-3/4 in. ZMAX Galvanized Angle
1085,Princeton Do-It-Yourself 10 ft. x 10 ft. Outdoor Ranch Wood Storage Shed with Smartside Siding (100 sq. ft.)
1086,#8 x 2 in. Tan Star Flat-Head Wood Deck Screws (1lb. / 126-Piece)
1087,"1-1/2 in. x 12-Gauge Electrogalvanized Ring Shank Plastic Cap Roofing Nails 2,500 per Box"
1088,94 in. x 36 in. ArmorGuard Regency White Composite Railing Kit with Aluminum Balusters
1089,2 x 12 - 14 ft. HF#2Standard Grade Dimensional (10
1090,40 lbs. Water Softener Salt Pellets Clean and Protect
1091,#8 x 1-1/4 in. Star Drive Dual Flat Head Coarse Thread Construction Screws 1 lb. Box
1092,6 ft. x 8 ft. Pressure-Treated Wood Square Lattice Top Fence Panel
1093,6 in. Aluminum Hidden Gutter Hanger with Screw
1094,3-1/2 in. x 1-3/4 in. x 8 ft. Metal Fence Post
1095,Natural Stone and Large Tile 50 lb. White Premium Thinset Mortar
1096,10 ft. x 25 ft. Clear 6 mil Plastic Sheeting
1097,1-5/32 in. x 6 in. x 12 ft. Thick Pressure-Treated Ground Contact Southern Pine Lumber
1098,2 in. x 10 in. x 16 ft. #2 Premium Grade Southern Yellow Pine Dimensional Lumber
1099,ScotchBlue 1.88 in. x 60 yds. Original Multi-Surface Painter's Tape (6-Pack)
1100,3/8 in. X 8 ft. Platinum Tape-On Paper-Faced Inside Corner Bead
1101,2 in. x 4 in. x 8 ft. #2 Standard Grade SPF Dimensional Lumber
1102,1/4 in. x 3 ft. x 5 ft. Cement Board with EdgeGuard
1103,Transformations Double 4 in. Lap 9.23 in. x 150 in. Pewter Vinyl Siding Carton (24-Pieces)
1104,0.5 cu. ft. Marble Chips White/Gray Blend Decorative Stone
1105,23/32 in. T&amp;G OSB Subfloor (Common: 23/32 in. x 4 ft. x 8 ft.; Actual: 0.703 in. x 47.875 in. x 95.875 in.)
1106,#10 2-1/2 in. Gray Star Pan-Head Composite Deck Screws (5 lbs. / 371-Piece)
1107,R-15 Unfaced Fiberglass Insulation Batt 15 in. x 93 in. (1 Bag)
1108,EpicClean Milton Arabescato Marble 12 in. x 24 in. Glazed Porcelain Floor and Wall Tile (15.6 sq. ft./Case)
1109,5/4 in. x 4 ft. x 16 ft. LP SmartSide Expertfinish Textured Siding Trim - Prefinished Snowscape White
1110,6 in. x 3 in. Stainless Steel Hand Groover
1111,5/4 in. x 6 in. x 10 ft. Ground Contact Pressure-Treated Premium Southern Yellow Pine Decking Board
1112,2 in. x 8 in. x 10 ft. 2 Prime Cedar-Tone Ground Contact Pressure-Treated Southern Yellow Pine Lumber
1113,2 in. x 6 in. x 92-5/8 in. #2 Premium Grade Whitewood Stud
1114,LUS ZMAX Galvanized Face-Mount Joist Hanger for 2x6 Nominal Lumber
1115,6 in. x 6 in. x 8 ft. #2 Ground Contact Cedar-Tone Pressure-Treated Timber
1116,Waukee Mill Maple 22 MIL x 8.7 in. W x 48 in. L Click Lock Waterproof Luxury vinyl Plank Flooring (20.1 sq. ft./Case)
1117,2 in. x 4 in. x 8 ft. #2 Pressure-Treated Lumber (
1118,3/4 in. Rigid Type LB Threaded Aluminum Conduit Body Standard Fitting
1119,Enhance Naturals 1 in. x 6 in. x 16 ft. Cinnamon Cove Grooved Edge Composite Deck Board
1120,3/4 HP Stainless Steel Automatic Booster Pump
1121,5/8 in. x 5-1/2 in. x 6 ft. Pressure-Treated Pine Dog-Ear Fence Picket
1122,Transcend 1 in. x 5-1/2 in. x 20 ft. Spiced Rum Grooved Edge Capped Composite Decking Board
1123,12 ft. Birch White Aluminum Utility Trim
1124,2 in. PVC DWV 45-Degree Hub x Hub Elbow
1125,7/16 in. x 4 ft. x 9 ft. OSB TallWall Sheathing
1126,Satin Nickel Spring Door Stop
1127,Enhance Basics 1 in. x 6 in. x 20 ft. Clam Shell Square Edge Composite Deck Board
1128,2 in. x 8 in. x 12 ft. 2 Prime Ground Contact Pressure-Treated Southern Yellow Pine Lumber
1129,ArmorGuard 3/4 in. x 11-1/4 in. x 12 ft. Coastal Gray Capped Composite Fascia Decking Board
1130,Large Utility Work Gloves (3-Pack)
1131,4 in. PVC DWV Coupling
1132,4-Gang White GFCI Plastic Standard Wall Plate (1-Pack) 80412-W
1133,6 in. x 10 ft. Aluminum Roll Valley Flashing
1134,16 in. x 3-1/2 in. Magnesium Float
1135,Aloha 60 in. x 30 in. Soaking Bathtub with Left Drain in White
1136,1/2 in. Push Connect Inlet x 3/8 in. Compression Outlet 1/4-Turn Straight Valve
1137,1-7/16 in. x 4-1/2 in. Galvanized Framing Angle
1138,6 ft. x 8 ft. Cedar Dog-Ear Fence Panel
1139,4.5 gal. All Purpose Ready-Mixed Joint Compound (2
1140,Traditional 6 ft. x 36 in. White PolyComposite Vinyl Pre-Assembled Railing Kit without Brackets
1141,2 in. PVC Schedule 40 S x S Coupling
1142,2-1/2 in. x 10-1/4-Gauge 8-penny Bright Steel Smooth Shank Common Nails 1 lb. Box
1143,25 lb. Durabond 45 Setting-Type Joint Compound
1144,#8 x 2-1/2 in. #2 Phillips Bugle Head Coarse Thread Drywall Screw 5 lb. Box
1145,9 x 3 in. Tan Star Flat-Head Wood Deck Screw 5 lbs.-Box (365-Piece)
1146,1 x 6 x 20ft Cinnamon Cove Enhance Deck Board Square edge
1147,1 in. x 2 in. x 8 ft. Select Kiln-Dried Square Edge Common Softwood Whitewood Board
1148,2 in. x 4 in. x 8 ft. Premium S4S Cedar Dimensional Lumber
1149,1 in. x 10 ft. PVC Schedule 40 Tubing DWV Pipe
1150,2 in. x 6 in. x 12 ft. 2 Prime Cedar-Tone Ground Contact Pressure-Treated Lumber
1151,3/8 in. x 4 ft. x 8 ft. Drywall
1152,2 in. x 6 in. x 12 ft. 2 Standard Grade SPF Dimensional Lumber
1153,7/16 In. 4 Ft. x 8 Ft. Zip OSB Wall Sheathing
1154,HUC Galvanized Face-Mount Concealed-Flange Joist Hanger for 4x10 Nominal Lumber
1155,6 in. x 50 ft. Window and Door Flashing Tape
1156,19/32 in. x 4 ft. x 8 ft. Rtd Sheathing Syp
1157,1/2 in. x 7 in. x 16 ft. Radiata Pine Nickel Gap Ship Lap Board Primed Softwood Boards
1158,8 x 2 in. 2 Phillips Bugle Head Coarse Thread Coated Exterior Wood Screws 1 lb. Box
1159,Enhance 6 ft. x 36 in. Classic White Composite Rail and Round Aluminum Baluster Kit-Horizontal
1160,H2.5A 18-Gauge ZMAX Galvanized Hurricane Tie (1029
1161,10 ft. Royal Brown Aluminum Gutter Apron
1162,Timberline HDZ Fox Hollow Algae Resistant Laminated High Definition Shingles (33.33 sq. ft. per Bundle)
1163,8 ft. Paper Faced Super-Wide Corner Bead
1164,"9 x 1-1/2 in. 1/4-Hex Drive, Strong-Drive SD Connector Screw (100-Pack)"
1165,ProPress 3/4 in. x 3/4 in. x 1/2 in. Press Copper Reducing Tee
1166,15/32 in. x 4 ft. x 8 ft. Southern Pine Plywood
1167,1/4 in. x 2-3/4 in. Star Flat-Head Concrete Anchors (150-Piece)
1168,Venture 1 in. x 6 in. x 20 ft. Sandbar Brown Grooved Edge Composite Deck Board
1169,11/32 in. x 4 ft. x 8 ft. Rtd Southern Yellow Pine Plywood Sheathing
1170,1/2 in. x 4 ft. x 8 ft. PureBond Birch Plywood
1171,4.5 gal. UltraLightweight Ready-Mixed Joint Compound
1172,4 in. x 4 in. x 8 ft. 2 Ground Contact Pressure-Treated Southern Yellow Pine Timber
1173,30 in. Bi-Fold Door Hardware Set
1174,9 2-1/2 in. Tan Exterior Self-Starting Star Flat-Head Wood Deck Screw (5 lbs./435-Pieces)
1175,Hip and Ridge Rustic Black Hip and Ridge Cap Roofing Shingles (33.3 lin. ft. Per Bundle)
1176,"Voyager Blanco Matte Large Format Marble Look Porcelain Tile 24 in. x 48 in., Floor and Wall (15.28 sq. ft./Case)"
1177,1/2 in. x 4 ft. x 8 ft. UltraLight Drywall
1178,Courtland  18 in. W x 24 in. D x 34.5 in. H Assembled Shaker Drawer Base Kitchen Cabinet in Polar White
1179,2 in. x 12 in. x 10 ft. 2 Premium Grade Southern Yellow Pine Dimensional Lumber
1180,"70KSI 20EQ (18MIL) VIPER STUD 3 5/8"" X 1 1/4"" X 8 ft."
1181,7 in. 16-Gauge ZMAX Galvanized Reinforcing L Angle
1182,2 5/8 in. x 3 3/4 in x 1 in. Dual Grit Fine/Medium Drywall Sanding Sponge (2-Pack)
1183,Select 1 in. x 6 in. x 16 ft. Pebble Grey Grooved Edge Composite Deck Board
1184,2-3/8 in. x 0.113-Gauge 30-Degree Brite Smooth Shank Paper Tape Framing Nails (2000 per Box)
1185,30 in. x 80 in. 6 Panel Colonial Primed Textured Molded Composite Closet Bi-Fold Door
1186,35 in. x 140ft. Builders Paper
1187,23/32 in. T&G OSB Subfloor (Common 23/32 in. x 4 ft. x 8 ft.; Actual 0.703 in. x 47.875 in. x 95.875 in.)
1188,21 in. Opener Reinforcement Bracket Kit
1189,5/4 in. x 6 in. x 10 ft. Standard Ground Contact Pressure-Treated Southern Yellow Pine Decking Board
1190,"Premium Series 6 in. LED, 2-Level Lumen Select, Baffle Canless Recessed Light, Adjustable CCT"
1191,2 in. x 6 in. x 18 ft. SPF 2 Standard Grade Dimensional Lumber
1192,50 CFM Ceiling Mount Room Side Installation Bathroom Exhaust Fan with Adjustable Color Temperature LED and Night Light
1193,1-1/8 in. x 11-7/8 in. x 16 ft. Rim Board
1194,I2K 1/2 in. Brass Compatible Copper Sweat Connection Ice Maker Outlet Box with 1/4 Turn
1195,2 in. x 4 in. x 92-5/8 in. Prime Whitewood Stud
1196,#8 x 1-1/4 in. #2 Phillips Bugle Head Coarse Thread Sharp Point Drywall Screws 25 lb. bucket
1197,30 in. x 80 in. 6 Panel Colonist Primed Right-Hand Textured Molded Composite Single Prehung Interior Door
1198,8 x 1-1/4 in. Tan Star Flat-Head Wood Deck Screw (1 lb. / 186-Piece)
1199,2 in. x 4 in. x 12 ft. #2 Standard Grade SPF Dimensional Lumber
1200,Transcend 1 in. x 6 in. x 20 ft. Island Mist Square Edge Composite Deck Board
1201,3/8 in. Non-Metallic Twin Screw Clamp Connectors (100-Pack)
1202,"Slim Series 70 CFM Wall or Ceiling Bathroom Exhaust Fan, ENERGY STAR"
1203,6 x 1-1/4 in. 2 Phillips Reduced Bugle Head Coarse Thread Drywall Screws 25 lb. Box
1204,LP SmartSide Cedar Texture Trim Application as 4/4 in. x 4 in. x 16 ft.
1205,2 in. x 4 in. x 8 ft.#2Pressure Treated Above Ground Southern Pine Lumber
1206,24 in. x 80 in. 2-Panel Shaker Right-Hand Primed Solid Core Wood Single Prehung Interior Door
1207,1 in. x 10 in. x 8 ft. Pine Common Board
1208,Transcend 1 in. x 6 in. x 20 ft. Spiced Rum Square Edge Composite Deck Board
1209,Cobra Snow Country 13-3/4 in. x 48 in. Roof Ridge Exhaust Vent in Black
1210,Performance Platinum 50 Gal. Smart High Efficiency Hybrid Heat Pump Water Heater with 10-Year Warranty
1211,5/8 in. x 4 ft. x 10 ft. Firecode X Drywall (81968
1212,1/2 in. x 10 ft. Metal J-Bead
1213,2 in. x 6 in. x 12 ft. #2 Standard Grade SPF Dimensional Lumber
1214,2 in. x 8 in. x 20 ft. FIR #2 Standard Grade Dimensional Lumber
1215,2 in. PVC DWV Coupling
1216,5/16&quot; x 48&quot; x 96&quot; Natural Oak Decorative Slat Wall Panel
1217,5/8 in. x 4 ft. x 12 ft. Mold Tough Firecode X Drywall
1218,2 in. x 4 in. x 8 ft. 2 Prime Cedar-Tone Pressure-Treated Ground Contact Southern Pine Lumber
1219,3 in. x 2 in. Steel Drywall Repair Clip (6-Pack)
1220,8 x 3/4 in. Philips Truss Head Drill Point Lath Screws (200-Pack)
1221,Edwards Oak 6 MIL x 6 in. W x 36 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (23.95 sqft/case)
1222,3 ft. x 165 ft. HomeWrap Housewrap (495 Sq.Ft)
1223,0.5 cu. ft. All-Purpose Drainage Stones
1224,Alex Plus 10.1 oz. White Acrylic Latex Plus Silicone Caulk (Contractor 12-Pack)
1225,R-23 Comfortbatt 5-1/2 in. x 15 in. x 47 in. Fire Resistant Stone Wool Insulation Batt (39.8 sqft) (1-Bag)
